order_id,customer_id,salesperson_id,order_date,order_status,payment_method,delivery_region,total_items,total_gross,total_discount,total_net,total_cogs,total_profit,first_name,last_name,customer_region,city,gender,age,salesperson_name,order_year,order_month,order_month_name,order_quarter,order_day_of_week,order_hour,is_weekend,is_returned,is_completed,is_high_value,age_group,order_tier,processed_at
39654,235,19,2024-05-10 10:14:00,Returned,Bank Transfer,Greater Accra,7,1026.31,130.14,896.17,678.39,217.78,Yaw,Dziedzic,Northern,Savelugu,M,19,Yoofi Agyeman,2024,5,May,2,Friday,10,False,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
39664,482,6,2024-04-24 07:44:00,Returned,Bank Transfer,Eastern,3,8025.84,0.0,8025.84,5719.5,2306.34,Esi,Sarpong,Eastern,Koforidua,F,39,Ama Owusu,2024,4,April,2,Wednesday,7,False,True,False,True,36-45,Enterprise,2026-04-08 09:31:11.149366
39718,54,10,2024-01-03 19:42:00,Returned,Cash,Western,4,144.88,0.0,144.88,89.28,55.6,Akua,Tetteh,Eastern,Koforidua,F,34,Adwoa Sarpong,2024,1,January,1,Wednesday,19,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
39790,21,3,2024-11-22 13:06:00,Returned,Credit,Greater Accra,2,185.93,14.2,171.73,118.5,53.23,Kweku,Agyeman,Greater Accra,Accra,M,26,Kofi Boateng,2024,11,November,4,Friday,13,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
39794,496,8,2023-12-21 07:06:00,Returned,Mobile Money,Northern,4,154.68,7.74,146.94,100.06,46.88,Kwadwo,Darko,Central,Cape Coast,M,49,Efua Ansah,2023,12,December,4,Thursday,7,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
39835,63,9,2024-02-12 13:02:00,Returned,POS Card,Ashanti,4,1624.76,83.66,1541.1,1047.64,493.46,Maame,Ofori,Ashanti,Obuasi,F,24,Kojo Frimpong,2024,2,February,1,Monday,13,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
39842,292,20,2024-06-07 14:17:00,Returned,Cash,Greater Accra,1,283.91,14.2,269.71,180.1,89.61,Kwadwo,Sarpong,Western,Takoradi,M,58,Abla Dziedzic,2024,6,June,2,Friday,14,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
39851,7,7,2023-12-14 20:12:00,Returned,Credit,Volta,2,177.82,0.0,177.82,128.48,49.34,Selorm,Ofori,Greater Accra,Achimota,M,54,Kweku Adjei,2023,12,December,4,Thursday,20,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
39894,305,5,2024-08-07 15:45:00,Returned,Bank Transfer,Western,3,765.45,38.27,727.18,508.11,219.07,Afia,Acheampong,Eastern,Nkawkaw,F,64,Yaw Amoah,2024,8,August,3,Wednesday,15,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
39918,150,8,2024-03-08 18:23:00,Returned,Cash,Ashanti,3,294.24,14.71,279.53,189.45,90.08,Ewurama,Amoah,Volta,Ho,F,52,Efua Ansah,2024,3,March,1,Friday,18,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
39919,151,1,2024-08-19 11:58:00,Returned,Cash,Eastern,9,307.25,0.0,307.25,181.91,125.34,Ewurama,Owusu,Greater Accra,Accra,F,33,Kwame Asante,2024,8,August,3,Monday,11,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
39938,463,2,2024-10-04 17:36:00,Returned,Credit,Northern,7,1902.65,137.72,1764.93,1207.86,557.07,Edem,Turkson,Central,Cape Coast,M,21,Abena Mensah,2024,10,October,4,Friday,17,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
39973,2,14,2023-12-16 14:48:00,Returned,Bank Transfer,Northern,9,1433.29,56.78,1376.51,942.55,433.96,Yoofi,Bonsu,Greater Accra,Accra,M,50,Maame Asare,2023,12,December,4,Saturday,14,True,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
39982,319,14,2024-03-16 14:56:00,Returned,Cash,Greater Accra,2,510.3,51.03,459.27,338.74,120.53,Edem,Boateng,Central,Assin Fosu,M,32,Maame Asare,2024,3,March,1,Saturday,14,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
39999,123,5,2024-07-03 14:17:00,Returned,POS Card,Volta,3,70.56,0.0,70.56,45.84,24.72,Abena,Amoah,Eastern,Nkawkaw,F,39,Yaw Amoah,2024,7,July,3,Wednesday,14,False,True,False,False,36-45,Micro,2026-04-08 09:31:11.149366
40009,453,14,2024-02-13 07:24:00,Returned,Mobile Money,Volta,11,1592.35,53.22,1539.13,1145.21,393.92,Sena,Dziedzic,Western,Axim,M,53,Maame Asare,2024,2,February,1,Tuesday,7,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
40026,422,14,2024-01-20 21:56:00,Returned,Bank Transfer,Northern,4,804.6,40.23,764.37,500.08,264.29,Akua,Agyeman,Central,Assin Fosu,F,19,Maame Asare,2024,1,January,1,Saturday,21,True,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
40031,425,13,2024-07-29 11:27:00,Returned,Credit,Greater Accra,5,589.85,0.0,589.85,382.0,207.85,Akua,Owusu,Ashanti,Obuasi,F,55,Fiifi Turkson,2024,7,July,3,Monday,11,False,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
40041,74,18,2024-12-12 15:27:00,Returned,POS Card,Greater Accra,8,2489.56,174.46,2315.1,1430.16,884.94,Ama,Appiah,Ashanti,Kumasi,F,31,Esi Tetteh,2024,12,December,4,Thursday,15,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
40067,16,7,2023-03-08 13:42:00,Returned,Bank Transfer,Eastern,5,1275.75,0.0,1275.75,846.85,428.9,Abla,Boateng,Eastern,Akim Oda,F,34,Kweku Adjei,2023,3,March,1,Wednesday,13,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
40100,122,6,2023-02-12 13:28:00,Returned,Mobile Money,Greater Accra,6,532.95,10.06,522.89,361.72,161.17,Yaw,Turkson,Central,Assin Fosu,M,51,Ama Owusu,2023,2,February,1,Sunday,13,True,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
40104,265,1,2024-02-23 20:58:00,Returned,Mobile Money,Ashanti,5,306.75,30.68,276.07,177.2,98.87,Kwadwo,Acheampong,Eastern,Nkawkaw,M,59,Kwame Asante,2024,2,February,1,Friday,20,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
40118,235,1,2023-06-03 15:08:00,Returned,Mobile Money,Central,4,282.32,0.0,282.32,177.0,105.32,Yaw,Dziedzic,Northern,Savelugu,M,19,Kwame Asante,2023,6,June,2,Saturday,15,True,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
40131,13,19,2023-11-06 17:28:00,Returned,Bank Transfer,Western,3,1008.93,50.45,958.48,632.73,325.75,Efua,Acheampong,Eastern,Akim Oda,F,33,Yoofi Agyeman,2023,11,November,4,Monday,17,False,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
40148,112,1,2023-06-13 20:38:00,Returned,Mobile Money,Eastern,2,322.7,32.27,290.43,227.02,63.41,Kweku,Turkson,Western,Prestea,M,31,Kwame Asante,2023,6,June,2,Tuesday,20,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
40190,472,20,2023-12-05 09:11:00,Returned,Mobile Money,Eastern,13,4582.38,0.0,4582.38,3158.52,1423.86,Abla,Darko,Greater Accra,Achimota,F,37,Abla Dziedzic,2023,12,December,4,Tuesday,9,False,True,False,True,36-45,Large,2026-04-08 09:31:11.149366
40289,216,8,2023-02-13 10:24:00,Returned,Credit,Northern,4,3346.28,0.0,3346.28,2187.88,1158.4,Afia,Acheampong,Western,Axim,F,23,Efua Ansah,2023,2,February,1,Monday,10,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
40302,357,1,2023-09-10 10:47:00,Returned,Bank Transfer,Western,4,1135.64,0.0,1135.64,720.4,415.24,Araba,Appiah,Eastern,Nkawkaw,F,32,Kwame Asante,2023,9,September,3,Sunday,10,True,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
40355,297,3,2023-06-01 10:32:00,Returned,POS Card,Ashanti,3,184.05,9.2,174.85,106.32,68.53,Akosua,Asare,Northern,Tamale,F,61,Kofi Boateng,2023,6,June,2,Thursday,10,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
40399,338,9,2024-02-20 14:18:00,Returned,Cash,Greater Accra,2,1120.48,0.0,1120.48,727.07,393.41,Ato,Quaye,Ashanti,Kumasi,M,39,Kojo Frimpong,2024,2,February,1,Tuesday,14,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
40446,319,2,2023-01-21 12:01:00,Returned,Cash,Ashanti,2,872.28,0.0,872.28,481.92,390.36,Edem,Boateng,Central,Assin Fosu,M,32,Abena Mensah,2023,1,January,1,Saturday,12,True,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
40452,198,1,2024-09-09 17:23:00,Returned,Credit,Greater Accra,2,196.16,0.0,196.16,126.3,69.86,Ama,Adjei,Volta,Hohoe,F,41,Kwame Asante,2024,9,September,3,Monday,17,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
40463,27,16,2024-05-09 20:12:00,Returned,Credit,Ashanti,6,1445.4,14.71,1430.69,1010.22,420.47,Dela,Agyeman,Central,Mankessim,M,30,Akua Bonsu,2024,5,May,2,Thursday,20,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
40498,48,17,2023-05-01 12:51:00,Returned,Bank Transfer,Greater Accra,5,117.6,5.88,111.72,76.4,35.32,Kwabena,Asare,Volta,Aflao,M,33,Kwadwo Appiah,2023,5,May,2,Monday,12,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
40619,26,12,2023-08-27 12:18:00,Returned,POS Card,Central,3,577.3,43.61,533.69,329.46,204.23,Akosua,Turkson,Ashanti,Ejisu,F,52,Araba Quaye,2023,8,August,3,Sunday,12,True,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
40620,127,14,2023-02-13 19:17:00,Returned,Credit,Eastern,5,931.25,0.0,931.25,582.9,348.35,Kwabena,Asante,Western,Axim,M,33,Maame Asare,2023,2,February,1,Monday,19,False,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
40621,91,16,2023-07-02 19:57:00,Returned,Cash,Central,7,5795.11,22.23,5772.88,4134.2,1638.68,Adwoa,Sarpong,Western,Tarkwa,F,38,Akua Bonsu,2023,7,July,3,Sunday,19,True,True,False,True,36-45,Enterprise,2026-04-08 09:31:11.149366
40671,204,9,2024-07-17 08:34:00,Returned,Credit,Greater Accra,4,2128.76,106.44,2022.32,1585.28,437.04,Kojo,Adjei,Volta,Hohoe,M,45,Kojo Frimpong,2024,7,July,3,Wednesday,8,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
40685,220,11,2024-11-11 08:18:00,Returned,Mobile Money,Ashanti,5,1302.21,0.0,1302.21,828.05,474.16,Akua,Turkson,Volta,Hohoe,F,20,Nana Acheampong,2024,11,November,4,Monday,8,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
40794,305,4,2023-10-23 07:45:00,Returned,Credit,Eastern,11,8809.96,0.0,8809.96,6237.44,2572.52,Afia,Acheampong,Eastern,Nkawkaw,F,64,Akosua Darko,2023,10,October,4,Monday,7,False,True,False,True,55+,Enterprise,2026-04-08 09:31:11.149366
40815,177,7,2023-02-21 20:37:00,Returned,POS Card,Central,7,1116.85,38.27,1078.58,729.51,349.07,Adjoa,Darko,Ashanti,Konongo,F,23,Kweku Adjei,2023,2,February,1,Tuesday,20,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
40821,346,14,2024-02-04 17:21:00,Returned,Bank Transfer,Greater Accra,1,90.5,0.0,90.5,64.28,26.22,Edem,Ofori,Northern,Tamale,M,43,Maame Asare,2024,2,February,1,Sunday,17,True,True,False,False,36-45,Micro,2026-04-08 09:31:11.149366
40823,246,10,2023-04-08 13:54:00,Returned,Credit,Western,4,10701.12,1605.17,9095.95,7626.0,1469.95,Yoofi,Asare,Ashanti,Ejisu,M,42,Adwoa Sarpong,2023,4,April,2,Saturday,13,True,True,False,True,36-45,Enterprise,2026-04-08 09:31:11.149366
40854,498,2,2023-01-13 15:09:00,Returned,POS Card,Volta,7,1153.24,0.0,1153.24,774.12,379.12,Adwoa,Owusu,Greater Accra,Achimota,F,39,Abena Mensah,2023,1,January,1,Friday,15,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
40909,190,18,2024-01-13 19:21:00,Returned,Mobile Money,Ashanti,4,467.88,0.0,467.88,317.74,150.14,Kwabena,Boateng,Central,Winneba,M,26,Esi Tetteh,2024,1,January,1,Saturday,19,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
40910,177,4,2024-07-29 11:27:00,Returned,Bank Transfer,Ashanti,1,383.72,0.0,383.72,273.59,110.13,Adjoa,Darko,Ashanti,Konongo,F,23,Akosua Darko,2024,7,July,3,Monday,11,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
40938,221,5,2024-04-24 07:22:00,Returned,Credit,Eastern,10,722.11,8.22,713.89,448.34,265.55,Kofi,Ansah,Volta,Keta,M,56,Yaw Amoah,2024,4,April,2,Wednesday,7,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
40952,148,4,2023-12-21 17:24:00,Returned,Cash,Northern,14,2948.17,67.26,2880.91,2010.59,870.32,Ato,Adjei,Northern,Savelugu,M,39,Akosua Darko,2023,12,December,4,Thursday,17,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
40955,245,12,2024-11-09 12:13:00,Returned,Bank Transfer,Central,1,436.14,21.81,414.33,240.96,173.37,Ama,Frimpong,Northern,Yendi,F,43,Araba Quaye,2024,11,November,4,Saturday,12,True,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
40958,24,15,2024-08-11 14:49:00,Returned,Cash,Greater Accra,4,245.4,12.27,233.13,141.76,91.37,Kweku,Boateng,Western,Takoradi,M,55,Kwabena Ofori,2024,8,August,3,Sunday,14,True,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
40959,237,17,2023-01-16 08:11:00,Returned,Credit,Northern,1,336.31,16.82,319.49,210.91,108.58,Afua,Sarpong,Eastern,Nkawkaw,F,47,Kwadwo Appiah,2023,1,January,1,Monday,8,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
40962,270,11,2023-09-28 12:29:00,Returned,Cash,Greater Accra,6,1292.26,0.0,1292.26,856.67,435.59,Dela,Appiah,Northern,Yendi,M,36,Nana Acheampong,2023,9,September,3,Thursday,12,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
40988,67,20,2024-06-15 08:49:00,Returned,POS Card,Western,8,2222.84,0.0,2222.84,1646.4,576.44,Ewurama,Turkson,Eastern,Nkawkaw,F,63,Abla Dziedzic,2024,6,June,2,Saturday,8,True,True,False,False,55+,Large,2026-04-08 09:31:11.149366
40995,163,10,2024-03-19 07:02:00,Returned,Credit,Western,5,1669.01,79.83,1589.18,1233.6,355.58,Yoofi,Turkson,Ashanti,Obuasi,M,24,Adwoa Sarpong,2024,3,March,1,Tuesday,7,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
41019,495,3,2024-04-26 11:58:00,Returned,Cash,Eastern,1,70.58,0.0,70.58,44.25,26.33,Kweku,Mensah,Western,Prestea,M,35,Kofi Boateng,2024,4,April,2,Friday,11,False,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
41039,225,11,2024-01-02 17:58:00,Returned,Cash,Ashanti,2,1064.38,0.0,1064.38,792.64,271.74,Afia,Acheampong,Ashanti,Kumasi,F,29,Nana Acheampong,2024,1,January,1,Tuesday,17,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
41096,216,19,2023-10-27 15:01:00,Returned,Cash,Central,2,525.46,26.27,499.19,333.78,165.41,Afia,Acheampong,Western,Axim,F,23,Yoofi Agyeman,2023,10,October,4,Friday,15,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
41107,150,12,2023-04-10 16:18:00,Returned,Credit,Eastern,5,2660.95,133.05,2527.9,1981.6,546.3,Ewurama,Amoah,Volta,Ho,F,52,Araba Quaye,2023,4,April,2,Monday,16,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
41140,28,4,2023-01-13 11:33:00,Returned,Cash,Eastern,2,235.94,0.0,235.94,152.8,83.14,Kofi,Bonsu,Western,Prestea,M,61,Akosua Darko,2023,1,January,1,Friday,11,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
41161,15,1,2023-09-03 14:55:00,Returned,Mobile Money,Central,1,64.97,0.0,64.97,42.0,22.97,Akosua,Asante,Volta,Ho,F,61,Kwame Asante,2023,9,September,3,Sunday,14,True,True,False,False,55+,Micro,2026-04-08 09:31:11.149366
41201,376,15,2023-06-19 10:58:00,Returned,Bank Transfer,Eastern,5,1607.97,0.0,1607.97,1010.53,597.44,Afia,Amoah,Eastern,Koforidua,F,64,Kwabena Ofori,2023,6,June,2,Monday,10,False,True,False,False,55+,Large,2026-04-08 09:31:11.149366
41224,289,9,2024-03-04 09:13:00,Returned,Mobile Money,Eastern,8,908.41,23.61,884.8,537.35,347.45,Kofi,Dziedzic,Greater Accra,Madina,M,33,Kojo Frimpong,2024,3,March,1,Monday,9,False,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
41252,319,16,2024-07-07 07:30:00,Returned,POS Card,Eastern,12,5154.89,3.62,5151.27,3063.24,2088.03,Edem,Boateng,Central,Assin Fosu,M,32,Akua Bonsu,2024,7,July,3,Sunday,7,True,True,False,True,26-35,Enterprise,2026-04-08 09:31:11.149366
41276,53,20,2023-09-12 10:12:00,Returned,Bank Transfer,Eastern,7,999.11,71.05,928.06,655.23,272.83,Abena,Darko,Western,Tarkwa,F,24,Abla Dziedzic,2023,9,September,3,Tuesday,10,False,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
41282,169,6,2023-11-11 08:36:00,Returned,Cash,Western,2,582.1,0.0,582.1,325.5,256.6,Yaw,Dziedzic,Greater Accra,Accra,M,49,Ama Owusu,2023,11,November,4,Saturday,8,True,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
41292,49,16,2024-07-30 08:55:00,Returned,Credit,Central,4,1362.05,136.2,1225.85,914.22,311.63,Edem,Owusu,Eastern,Koforidua,M,44,Akua Bonsu,2024,7,July,3,Tuesday,8,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
41306,100,19,2024-01-02 10:44:00,Returned,Bank Transfer,Western,5,526.25,0.0,526.25,383.35,142.9,Edem,Adjei,Northern,Tamale,M,28,Yoofi Agyeman,2024,1,January,1,Tuesday,10,False,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
41329,87,5,2024-09-17 19:49:00,Returned,Bank Transfer,Ashanti,2,402.3,0.0,402.3,250.04,152.26,Akua,Dziedzic,Northern,Yendi,F,30,Yaw Amoah,2024,9,September,3,Tuesday,19,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
41340,194,14,2024-08-11 08:16:00,Returned,Cash,Volta,2,525.46,0.0,525.46,333.78,191.68,Ato,Tetteh,Volta,Hohoe,M,28,Maame Asare,2024,8,August,3,Sunday,8,True,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
41347,89,8,2024-11-22 11:32:00,Returned,POS Card,Greater Accra,2,672.62,0.0,672.62,421.82,250.8,Kofi,Sarpong,Ashanti,Konongo,M,60,Efua Ansah,2024,11,November,4,Friday,11,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
41367,300,13,2024-05-13 08:15:00,Returned,Bank Transfer,Volta,5,439.25,65.89,373.36,276.75,96.61,Nana,Tetteh,Volta,Keta,M,59,Fiifi Turkson,2024,5,May,2,Monday,8,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
41388,303,6,2024-07-13 19:03:00,Returned,Credit,Eastern,2,196.16,19.62,176.54,126.3,50.24,Esi,Agyeman,Central,Mankessim,F,39,Ama Owusu,2024,7,July,3,Saturday,19,True,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
41466,289,8,2024-09-07 13:17:00,Returned,Mobile Money,Greater Accra,3,992.82,49.64,943.18,590.52,352.66,Kofi,Dziedzic,Greater Accra,Madina,M,33,Efua Ansah,2024,9,September,3,Saturday,13,True,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
41527,28,7,2023-03-05 13:58:00,Returned,Cash,Greater Accra,1,116.41,0.0,116.41,70.27,46.14,Kofi,Bonsu,Western,Prestea,M,61,Kweku Adjei,2023,3,March,1,Sunday,13,True,True,False,False,55+,Small,2026-04-08 09:31:11.149366
41531,444,11,2024-11-21 20:14:00,Returned,Bank Transfer,Central,8,2602.32,239.49,2362.83,1814.06,548.77,Kwabena,Mensah,Eastern,Koforidua,M,30,Nana Acheampong,2024,11,November,4,Thursday,20,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
41581,429,16,2023-05-25 07:19:00,Returned,Credit,Western,4,201.22,0.0,201.22,135.28,65.94,Kwame,Amoah,Central,Winneba,M,22,Akua Bonsu,2023,5,May,2,Thursday,7,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
41636,402,12,2024-06-09 21:12:00,Returned,Cash,Eastern,4,392.32,0.0,392.32,252.6,139.72,Yaw,Mensah,Eastern,Koforidua,M,58,Araba Quaye,2024,6,June,2,Sunday,21,True,True,False,False,55+,Small,2026-04-08 09:31:11.149366
41647,107,19,2023-05-07 12:56:00,Returned,Credit,Greater Accra,3,184.05,9.2,174.85,106.32,68.53,Abena,Boateng,Ashanti,Kumasi,F,29,Yoofi Agyeman,2023,5,May,2,Sunday,12,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
41662,308,5,2023-12-25 13:15:00,Returned,Cash,Ashanti,5,1918.6,191.86,1726.74,1367.95,358.79,Kwame,Adjei,Central,Mankessim,M,60,Yaw Amoah,2023,12,December,4,Monday,13,False,True,False,False,55+,Large,2026-04-08 09:31:11.149366
41694,144,8,2024-11-06 16:39:00,Returned,Mobile Money,Eastern,9,1759.8,159.39,1600.41,1238.66,361.75,Kofi,Ansah,Central,Winneba,M,60,Efua Ansah,2024,11,November,4,Wednesday,16,False,True,False,False,55+,Large,2026-04-08 09:31:11.149366
41735,318,2,2024-03-23 13:26:00,Returned,Cash,Greater Accra,8,1470.66,127.58,1343.08,972.85,370.23,Yoofi,Ansah,Central,Mankessim,M,42,Abena Mensah,2024,3,March,1,Saturday,13,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
41751,483,6,2023-06-25 19:01:00,Returned,Credit,Western,5,1419.55,0.0,1419.55,900.5,519.05,Abla,Appiah,Ashanti,Ejisu,F,39,Ama Owusu,2023,6,June,2,Sunday,19,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
41763,169,18,2023-06-05 18:53:00,Returned,Mobile Money,Ashanti,3,178.59,0.0,178.59,133.29,45.3,Yaw,Dziedzic,Greater Accra,Accra,M,49,Esi Tetteh,2023,6,June,2,Monday,18,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
41789,64,3,2024-02-03 18:21:00,Returned,Credit,Central,8,11056.76,1070.11,9986.65,7882.96,2103.69,Efua,Owusu,Volta,Aflao,F,25,Kofi Boateng,2024,2,February,1,Saturday,18,True,True,False,True,18-25,Enterprise,2026-04-08 09:31:11.149366
41807,62,19,2024-04-05 16:32:00,Returned,Credit,Central,1,116.41,11.64,104.77,70.27,34.5,Kweku,Acheampong,Central,Cape Coast,M,63,Yoofi Agyeman,2024,4,April,2,Friday,16,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
41859,325,20,2024-02-16 18:09:00,Returned,Cash,Ashanti,3,123.24,6.16,117.08,69.63,47.45,Akosua,Mensah,Greater Accra,Kasoa,F,42,Abla Dziedzic,2024,2,February,1,Friday,18,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
41916,144,17,2024-08-13 21:05:00,Returned,POS Card,Ashanti,8,710.0,23.59,686.41,483.32,203.09,Kofi,Ansah,Central,Winneba,M,60,Kwadwo Appiah,2024,8,August,3,Tuesday,21,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
41968,364,16,2024-02-25 09:09:00,Returned,Bank Transfer,Western,5,490.4,49.04,441.36,315.75,125.61,Adjoa,Turkson,Northern,Tamale,F,35,Akua Bonsu,2024,2,February,1,Sunday,9,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
41972,230,10,2023-02-10 14:35:00,Returned,Credit,Eastern,3,1596.57,0.0,1596.57,1188.96,407.61,Ewurama,Bonsu,Volta,Ho,F,46,Adwoa Sarpong,2023,2,February,1,Friday,14,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
41973,82,20,2024-11-22 15:09:00,Returned,Credit,Western,6,2407.46,3.62,2403.84,1532.26,871.58,Afua,Quaye,Greater Accra,Achimota,F,44,Abla Dziedzic,2024,11,November,4,Friday,15,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
41975,172,18,2024-07-07 17:33:00,Returned,Bank Transfer,Eastern,3,873.15,0.0,873.15,488.25,384.9,Kojo,Adjei,Volta,Hohoe,M,25,Esi Tetteh,2024,7,July,3,Sunday,17,True,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
41992,156,10,2023-06-19 07:39:00,Returned,Cash,Central,4,1428.0,142.8,1285.2,1001.96,283.24,Akosua,Boateng,Western,Tarkwa,F,57,Adwoa Sarpong,2023,6,June,2,Monday,7,False,True,False,False,55+,Large,2026-04-08 09:31:11.149366
42017,411,13,2023-11-10 12:19:00,Returned,Mobile Money,Western,1,186.25,9.31,176.94,116.58,60.36,Adjoa,Dziedzic,Greater Accra,Tema,F,63,Fiifi Turkson,2023,11,November,4,Friday,12,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
42028,461,16,2024-12-12 07:10:00,Returned,POS Card,Eastern,4,428.4,21.42,406.98,271.28,135.7,Abla,Boateng,Ashanti,Konongo,F,51,Akua Bonsu,2024,12,December,4,Thursday,7,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
42034,265,3,2023-08-15 10:01:00,Returned,POS Card,Eastern,1,836.57,0.0,836.57,546.97,289.6,Kwadwo,Acheampong,Eastern,Nkawkaw,M,59,Kofi Boateng,2023,8,August,3,Tuesday,10,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
42044,270,12,2023-11-04 15:11:00,Returned,Mobile Money,Eastern,2,1294.66,0.0,1294.66,787.3,507.36,Dela,Appiah,Northern,Yendi,M,36,Araba Quaye,2023,11,November,4,Saturday,15,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
42126,466,3,2023-09-14 11:46:00,Returned,Credit,Northern,3,108.66,5.43,103.23,66.96,36.27,Abla,Appiah,Ashanti,Konongo,F,40,Kofi Boateng,2023,9,September,3,Thursday,11,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
42134,254,14,2023-07-02 15:38:00,Returned,Bank Transfer,Northern,7,2043.74,52.55,1991.19,1258.08,733.11,Ama,Ansah,Greater Accra,Achimota,F,19,Maame Asare,2023,7,July,3,Sunday,15,True,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
42158,235,6,2023-09-16 14:59:00,Returned,Bank Transfer,Western,2,582.1,0.0,582.1,325.5,256.6,Yaw,Dziedzic,Northern,Savelugu,M,19,Ama Owusu,2023,9,September,3,Saturday,14,True,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
42207,211,16,2024-12-07 19:27:00,Returned,Cash,Northern,4,259.88,0.0,259.88,168.0,91.88,Kwabena,Asare,Western,Tarkwa,M,58,Akua Bonsu,2024,12,December,4,Saturday,19,True,True,False,False,55+,Small,2026-04-08 09:31:11.149366
